student_id,name,institution,attendance_rate,assignment_submission_rate,lms_login_frequency,avg_session_time,grades,engagement_score,attendance_submission_ratio,attendance_lms_interaction,dropout_risk
KOL-2029818,Parth Kumer,University of Calcutta,100.0,88.23,0.0,40.4,77.28,65.29,1.12,0.0,0
KOL-2029819,Triya Palla,St. Xavier's College,84.18,97.84,5.4,33.5,56.54,75.95,0.85,454.23,0
KOL-2029820,Xiti Batta,Jadavpur University,44.13,45.75,2.5,37.8,48.86,36.99,0.94,112.17,0
KOL-2029821,Qushi Ganesan,Jadavpur University,86.71,75.38,2.1,47.7,50.94,60.69,1.14,183.2,0
KOL-2029822,Nilima Madan,Jadavpur University,91.45,48.1,0.0,31.4,32.73,46.67,1.86,0.0,1
KOL-2029823,Balendra Bajaj,Jadavpur University,63.83,0.0,5.9,30.4,83.64,31.7,63.83,373.84,1
KOL-2029824,Indrajit Batra,Presidency University,86.18,98.32,3.5,35.0,28.53,72.77,0.87,305.0,0
KOL-2029825,Anita Pillai,University of Calcutta,66.79,36.84,6.6,2.0,51.41,48.89,1.77,440.11,0
KOL-2029826,Girish Mohan,Jadavpur University,60.37,44.9,2.5,2.0,74.31,41.52,1.32,153.55,0
KOL-2029827,Vaishnavi Dey,St. Xavier's College,64.01,57.48,4.0,51.3,58.96,50.87,1.09,259.19,0
KOL-2029828,Yoshita Deo,Presidency University,82.66,78.96,4.7,61.9,60.61,66.5,1.03,390.11,0
KOL-2029829,Upadhriti Nadkarni,University of Calcutta,100.0,81.3,1.4,31.7,84.78,65.48,1.21,138.22,0
KOL-2029830,Liam Bhatt,St. Xavier's College,61.38,55.4,1.0,56.8,67.54,42.65,1.09,59.64,1
KOL-2029831,Tarak Parmer,Presidency University,83.32,60.56,0.9,17.2,68.72,51.12,1.35,73.68,1
KOL-2029832,Amaira Bumb,University of Calcutta,59.29,80.24,9.5,3.5,67.11,70.32,0.73,565.41,0
KOL-2029833,Eesha Lanka,St. Xavier's College,67.91,99.67,11.7,43.6,55.33,85.3,0.67,794.23,0
KOL-2029834,Bhavika Choudhury,University of Calcutta,88.53,0.0,4.0,25.1,67.93,35.11,88.53,353.25,1
KOL-2029835,Rohan Desai,Presidency University,68.13,40.83,6.6,76.4,43.05,50.85,1.63,447.65,0
KOL-2029836,Harish Korpal,Jadavpur University,70.44,64.2,8.1,4.3,49.24,64.16,1.08,570.44,0
KOL-2029837,Manbir Tata,Presidency University,100.0,72.02,2.4,2.0,35.39,63.9,1.37,237.8,0
KOL-2029838,Mohammed Bali,St. Xavier's College,45.64,67.91,11.2,26.3,40.77,64.75,0.66,508.86,0
KOL-2029839,Vasana Gara,Jadavpur University,43.03,100.0,8.9,30.9,42.05,72.01,0.43,383.54,0
KOL-2029840,Dayita Butala,University of Calcutta,63.5,75.74,7.6,9.1,80.22,65.71,0.83,485.02,0
KOL-2029841,Pavani Sen,University of Calcutta,58.83,34.57,4.4,8.5,80.47,40.92,1.65,259.25,0
KOL-2029842,Sai Mukhopadhyay,University of Calcutta,82.05,62.74,2.0,32.4,81.6,54.08,1.29,167.2,0
KOL-2029843,Chameli Biswas,Presidency University,60.93,43.95,3.9,17.9,24.64,44.14,1.36,235.49,0
KOL-2029844,Vasudha Bains,University of Calcutta,100.0,71.91,4.7,27.9,58.97,68.93,1.37,474.33,0
KOL-2029845,Gautami Dash,University of Calcutta,81.59,67.82,0.0,41.3,10.83,51.61,1.19,0.0,1
KOL-2029846,Kashvi Biswas,University of Calcutta,38.99,62.31,0.0,35.1,71.57,36.62,0.62,0.0,1
KOL-2029847,Vasatika Puri,Presidency University,36.09,92.31,4.5,23.7,75.2,57.31,0.39,160.93,0
KOL-2029848,Upkaar Lall,St. Xavier's College,85.79,37.22,1.8,58.6,89.71,44.45,2.24,153.09,0
KOL-2029849,Yashodhara Dugar,Jadavpur University,8.68,59.43,4.1,29.2,66.73,35.19,0.14,35.7,0
KOL-2029850,Gabriel Krishna,University of Calcutta,88.46,32.33,8.3,73.8,41.74,57.32,2.65,736.74,0
KOL-2029851,Vihaan Nayak,Presidency University,79.04,31.76,2.3,62.6,74.75,41.29,2.41,179.88,0
KOL-2029852,Sai Choudhry,University of Calcutta,73.76,47.9,4.2,31.2,57.27,50.24,1.51,308.26,0
KOL-2029853,Nakul Kakar,Jadavpur University,49.5,72.9,0.0,17.1,57.62,44.01,0.67,0.0,1
KOL-2029854,Idika Kanda,St. Xavier's College,86.92,7.51,6.3,2.7,51.9,42.67,10.21,551.37,1
KOL-2029855,Jacob Dugar,St. Xavier's College,100.0,68.26,0.0,58.8,55.36,57.3,1.44,0.0,1
KOL-2029856,Nitesh Srinivasan,University of Calcutta,82.27,2.69,4.0,24.8,84.44,34.38,22.3,330.97,1
KOL-2029857,Vidhi Kamdar,Jadavpur University,34.21,100.0,5.6,2.0,61.12,62.2,0.34,190.64,0
KOL-2029858,Tanvi Pau,University of Calcutta,43.29,100.0,0.0,15.2,41.14,52.99,0.43,0.0,1
KOL-2029859,Samarth Guha,St. Xavier's College,59.2,32.44,5.6,51.5,73.35,42.65,1.77,329.03,0
KOL-2029860,Guneet Chad,Presidency University,75.6,46.79,9.9,63.6,81.66,62.53,1.58,745.55,0
KOL-2029861,Chameli Kata,Presidency University,81.43,30.16,6.2,37.9,85.27,49.81,2.61,506.24,0
KOL-2029862,Ridhi Kanda,Presidency University,82.11,17.84,3.7,21.1,65.05,39.67,4.36,302.86,1
KOL-2029863,Lipika Tara,Jadavpur University,63.93,77.85,2.5,38.0,29.61,55.65,0.81,159.02,0
KOL-2029864,Geetika Parikh,Jadavpur University,84.43,30.55,8.4,59.4,54.64,55.47,2.68,705.86,0
KOL-2029865,Ekansh Walia,St. Xavier's College,97.35,38.42,6.6,36.6,44.47,58.74,2.47,643.63,0
KOL-2029866,Aadhya Bhatt,Jadavpur University,91.89,48.26,3.6,12.0,45.04,54.68,1.87,334.79,0
KOL-2029867,Vasudha Warrior,St. Xavier's College,78.54,0.0,4.1,16.3,88.05,32.26,78.54,318.81,1
KOL-2029868,Sachi Shukla,St. Xavier's College,62.1,16.78,4.4,29.9,99.43,34.79,3.49,273.78,1
KOL-2029869,Chanchal Mitra,University of Calcutta,89.04,48.57,6.4,41.6,64.83,59.8,1.8,567.37,0
KOL-2029870,Ijaya Rege,Presidency University,93.36,68.02,3.6,20.0,44.13,63.03,1.35,340.49,0
KOL-2029871,Bhavika Natt,Presidency University,31.52,87.11,0.3,2.0,96.44,44.96,0.36,9.79,1
KOL-2029872,Jasmit Bedi,St. Xavier's College,54.11,96.77,10.5,2.0,40.88,77.42,0.55,567.67,0
KOL-2029873,Nathaniel Krishnan,Jadavpur University,90.57,100.0,0.2,70.4,45.82,67.64,0.9,19.84,1
KOL-2029874,Sneha Dash,St. Xavier's College,42.03,61.59,3.6,27.1,67.7,44.98,0.67,151.77,0
KOL-2029875,Ekansh Prakash,Presidency University,50.56,77.26,8.7,34.4,70.07,64.71,0.65,439.71,0
KOL-2029876,Kamala Bose,University of Calcutta,88.27,38.3,1.3,17.7,98.57,44.55,2.25,113.03,0
KOL-2029877,Gopal Natarajan,Presidency University,80.19,75.25,0.0,83.5,69.58,54.16,1.05,0.0,1
KOL-2029878,Harita Radhakrishnan,St. Xavier's College,31.16,86.83,2.8,2.0,40.92,49.98,0.35,85.79,0
KOL-2029879,Max Raju,St. Xavier's College,41.8,66.7,2.6,43.4,93.52,44.89,0.62,110.62,0
KOL-2029880,Veda Chandra,Presidency University,20.61,58.23,8.2,32.9,90.59,47.0,0.35,168.55,0
KOL-2029881,Xavier Sha,Presidency University,29.56,68.07,5.0,62.0,96.39,46.89,0.43,148.96,0
KOL-2029882,Dev Lala,Jadavpur University,79.69,83.93,3.4,2.0,60.83,64.79,0.94,271.9,0
KOL-2029883,Chaaya Prabhu,University of Calcutta,43.52,100.0,7.5,2.0,87.32,69.17,0.43,327.22,0
KOL-2029884,Baghyawati Radhakrishnan,Presidency University,52.87,95.22,3.8,82.5,42.94,62.14,0.55,202.04,0
KOL-2029885,Sai Karan,University of Calcutta,63.83,87.1,0.8,2.0,64.58,55.61,0.72,48.19,0
KOL-2029886,Nakul Mani,University of Calcutta,76.75,55.46,5.7,2.0,85.96,57.49,1.36,439.81,0
KOL-2029887,Bahadurjit Som,Jadavpur University,86.8,91.88,0.0,57.1,31.5,62.79,0.93,0.0,1
KOL-2029888,Vidhi Sarin,St. Xavier's College,100.0,96.13,11.3,25.7,62.05,92.58,1.03,1125.78,0
KOL-2029889,Niharika Samra,University of Calcutta,69.73,44.11,0.9,40.3,38.66,40.41,1.55,60.23,1
KOL-2029890,Triya Kashyap,University of Calcutta,78.66,62.34,7.3,24.4,48.37,64.13,1.24,572.65,0
KOL-2029891,Madhavi Nagarajan,University of Calcutta,52.14,46.57,1.8,29.8,95.45,38.2,1.1,95.69,1
KOL-2029892,Jason Chad,University of Calcutta,98.5,85.66,9.5,113.4,88.63,84.14,1.14,934.23,0
KOL-2029893,Krisha Wason,St. Xavier's College,41.13,31.79,5.3,2.0,72.31,36.32,1.25,216.35,0
KOL-2029894,Yadavi Dhaliwal,Jadavpur University,95.35,55.99,4.4,16.3,22.03,60.52,1.67,423.64,0
KOL-2029895,Gautami Natt,University of Calcutta,99.39,55.16,6.3,25.2,65.77,65.41,1.77,627.79,0
KOL-2029896,Aadi Swaminathan,Presidency University,82.21,100.0,5.8,35.7,44.77,77.13,0.81,478.15,0
KOL-2029897,Wazir Ravel,St. Xavier's College,87.82,22.95,7.9,28.0,43.63,52.39,3.67,691.18,1
KOL-2029898,Ekansh Gopal,Jadavpur University,84.84,64.59,9.6,3.4,48.44,71.77,1.29,811.09,0
KOL-2029899,Mohammed Agrawal,Presidency University,53.46,65.17,5.1,47.1,90.12,53.07,0.81,273.62,0
KOL-2029900,Meera Verma,Presidency University,77.43,46.89,5.5,45.8,40.26,53.78,1.62,426.26,0
KOL-2029901,Mugdha Shroff,Presidency University,81.26,65.66,3.2,51.4,74.63,57.56,1.22,262.56,0
KOL-2029902,Fiyaz Chawla,University of Calcutta,51.25,29.67,4.1,2.0,61.99,36.07,1.67,211.02,0
KOL-2029903,Yashica Soman,University of Calcutta,62.22,49.99,11.0,72.7,44.71,62.22,1.22,683.99,0
KOL-2029904,Upma Koshy,Presidency University,77.23,70.7,10.4,37.2,64.74,73.63,1.08,799.44,0
KOL-2029905,Edhitha Sharaf,Jadavpur University,96.18,91.23,5.9,2.0,50.24,77.95,1.04,565.85,0
KOL-2029906,Rachana Iyengar,University of Calcutta,75.51,88.13,10.6,5.6,82.76,80.63,0.85,800.78,0
KOL-2029907,Wriddhish Seth,Jadavpur University,90.58,63.85,11.4,38.3,47.19,77.24,1.4,1036.62,0
KOL-2029908,Banjeet Sekhon,University of Calcutta,77.13,96.87,5.6,96.9,57.77,73.82,0.79,429.46,0
KOL-2029909,Ronith Sagar,University of Calcutta,56.71,67.4,4.8,42.0,61.34,54.28,0.83,272.72,0
KOL-2029910,Tanvi Gill,University of Calcutta,50.6,54.5,8.0,68.9,58.46,54.11,0.91,404.59,0
KOL-2029911,Bhavani Bhatt,Jadavpur University,68.21,100.0,7.5,48.8,79.25,76.53,0.68,511.36,0
KOL-2029912,Sanaya Nadkarni,University of Calcutta,44.64,54.02,2.1,49.7,63.2,39.61,0.81,95.95,1
KOL-2029913,Tarak Ahluwalia,Jadavpur University,58.85,100.0,3.8,52.4,83.91,65.71,0.58,221.11,0
KOL-2029914,Aishani Contractor,University of Calcutta,77.94,87.94,10.1,47.8,45.41,80.19,0.88,786.85,0
KOL-2029915,Suhani Kanda,St. Xavier's College,69.18,0.0,5.6,37.9,83.13,32.79,69.18,388.58,1
KOL-2029916,Radha Bhavsar,University of Calcutta,36.87,69.72,5.3,37.3,60.41,50.37,0.52,196.56,0
KOL-2029917,Edhitha Bakshi,Presidency University,66.94,55.24,7.8,44.5,54.44,58.8,1.19,519.11,0
KOL-2029918,Fitan Korpal,Jadavpur University,64.08,80.62,3.4,75.8,61.74,58.79,0.79,218.9,0
KOL-2029919,Sanya Sehgal,St. Xavier's College,66.92,70.5,8.2,56.1,60.56,65.85,0.94,548.66,0
KOL-2029920,Logan Char,Jadavpur University,89.21,52.73,0.0,24.6,68.27,47.85,1.66,0.0,1
KOL-2029921,Chameli Sengupta,University of Calcutta,99.9,34.35,2.5,5.6,33.22,48.99,2.83,246.05,0
KOL-2029922,Chasmum Saran,Presidency University,78.07,86.6,0.7,14.8,24.4,59.52,0.89,53.14,1
KOL-2029923,Chandani Mittal,Presidency University,53.89,100.0,5.4,30.7,47.18,67.81,0.53,292.87,0
KOL-2029924,Balhaar Raju,Presidency University,39.91,47.58,1.6,10.0,67.54,34.33,0.82,62.01,1
KOL-2029925,Zilmil Nayar,University of Calcutta,59.91,100.0,0.0,36.5,55.63,57.97,0.59,0.0,1
KOL-2029926,Karan Kant,University of Calcutta,54.65,64.81,3.2,25.2,34.03,49.2,0.83,175.47,0
KOL-2029927,Oviya Gopal,Presidency University,63.65,53.74,3.3,32.3,49.55,47.69,1.16,210.71,0
KOL-2029928,Chandresh Dhar,University of Calcutta,51.22,100.0,1.2,25.7,45.52,57.94,0.51,61.51,1
KOL-2029929,Saumya Shanker,University of Calcutta,70.54,62.14,2.4,27.9,45.6,51.14,1.12,168.73,0
KOL-2029930,Wyatt Kanda,St. Xavier's College,100.0,40.5,5.4,36.1,73.37,57.73,2.41,537.89,0
KOL-2029931,Indali Ghose,University of Calcutta,74.52,63.89,2.5,15.9,58.06,53.22,1.15,184.76,0
KOL-2029932,Avni Wagle,St. Xavier's College,56.94,95.99,4.3,57.3,89.39,64.79,0.59,247.37,0
KOL-2029933,Indrajit Dugar,Presidency University,74.56,56.55,1.2,11.2,76.86,47.46,1.3,86.18,1
KOL-2029934,Maanas Tara,Jadavpur University,100.0,92.22,1.4,56.0,53.9,69.97,1.07,144.08,0
KOL-2029935,Pranav Sharma,University of Calcutta,59.3,35.53,1.2,16.4,43.19,34.61,1.62,72.04,0
KOL-2029936,Jagvi Kar,Presidency University,88.85,100.0,0.0,66.6,50.45,66.65,0.88,0.0,1
KOL-2029937,Yatin Iyer,Presidency University,33.61,79.67,0.0,42.8,65.15,41.95,0.42,0.0,1
KOL-2029938,Kevin Varty,University of Calcutta,53.83,80.39,5.4,29.8,73.44,59.81,0.66,289.01,0
KOL-2029939,Ekapad Mani,Jadavpur University,81.63,61.48,4.8,49.4,52.04,59.28,1.31,388.45,0
KOL-2029940,Tamanna Dugar,Jadavpur University,76.07,98.3,5.0,43.0,59.16,72.96,0.77,383.95,0
KOL-2029941,Mekhala Mody,University of Calcutta,65.91,52.29,7.9,21.7,77.79,57.55,1.24,518.61,0
KOL-2029942,Ayaan Prasad,Presidency University,82.47,30.02,4.1,30.0,50.08,45.52,2.66,337.72,0
KOL-2029943,Theodore Sarkar,University of Calcutta,86.92,52.16,3.4,29.0,83.28,54.23,1.64,295.55,0
KOL-2029944,Kamala Manne,Jadavpur University,42.84,20.94,5.3,16.0,73.37,32.52,1.95,225.76,0
KOL-2029945,Mohini Rau,University of Calcutta,58.14,27.74,5.5,51.2,66.77,40.37,2.02,321.02,0
KOL-2029946,Madhavi Konda,Presidency University,53.59,71.56,0.0,29.0,90.34,44.7,0.74,0.0,1
KOL-2029947,Tanay Ganguly,Jadavpur University,37.25,47.99,1.8,88.5,93.31,34.21,0.76,66.78,1
KOL-2029948,Faras Kalla,Jadavpur University,62.45,98.62,0.0,61.9,78.56,58.25,0.63,2.05,1
KOL-2029949,Bhavani Bajwa,Jadavpur University,95.06,52.48,0.0,59.4,58.3,49.51,1.78,0.0,1
KOL-2029950,Jagrati Thaman,Presidency University,100.0,44.78,3.5,74.2,73.37,55.41,2.18,349.82,0
KOL-2029951,Krishna Sinha,University of Calcutta,48.99,50.21,1.4,40.9,61.57,37.82,0.96,69.35,1
KOL-2029952,Isaac Banerjee,Jadavpur University,51.5,63.02,0.0,38.6,83.51,40.66,0.8,0.0,1
KOL-2029953,Karan Som,Presidency University,80.64,47.89,6.8,39.0,68.09,57.94,1.65,549.03,0
KOL-2029954,Irya Memon,Presidency University,99.22,74.73,1.5,37.5,52.62,62.94,1.31,151.91,0
KOL-2029955,Chameli Mander,St. Xavier's College,60.77,46.05,4.7,36.4,81.28,46.72,1.29,285.44,0
KOL-2029956,Ekbal Rai,Jadavpur University,26.42,54.81,0.0,45.4,26.52,29.85,0.47,0.0,1
KOL-2029957,Harish Lall,Presidency University,62.03,100.0,0.2,35.3,71.6,59.13,0.61,15.19,1
KOL-2029958,Sudiksha Naidu,University of Calcutta,87.11,95.63,7.0,4.8,67.19,79.44,0.9,611.96,0
KOL-2029959,Zinal Patla,Presidency University,48.96,48.77,1.2,54.3,58.61,36.74,0.98,58.2,1
KOL-2029960,Chatresh Balay,Presidency University,41.8,63.11,2.0,41.1,37.14,42.1,0.65,84.17,1
KOL-2029961,Widisha Modi,St. Xavier's College,60.34,30.02,0.0,5.6,55.87,30.11,1.95,0.0,1
KOL-2029962,Saanvi Talwar,Jadavpur University,75.94,73.61,1.3,61.5,51.16,55.11,1.02,102.15,0
KOL-2029963,Tarak Rajan,Presidency University,66.39,75.52,3.2,44.8,59.85,57.09,0.87,215.75,0
KOL-2029964,Warjas Johal,University of Calcutta,51.99,15.44,0.6,61.7,56.91,23.05,3.16,30.84,1
KOL-2029965,Reyansh Bhat,St. Xavier's College,46.82,66.84,0.4,13.1,51.95,41.68,0.69,19.67,1
KOL-2029966,Yashvi Sur,Presidency University,82.14,81.21,0.0,34.8,56.06,57.13,1.0,0.0,0
KOL-2029967,Kashvi Sagar,University of Calcutta,70.35,57.99,5.8,37.0,49.01,56.71,1.19,407.36,0
KOL-2029968,Mohammed Prabhu,Jadavpur University,21.13,63.2,0.0,12.2,70.5,31.62,0.33,0.0,0
KOL-2029969,Chanakya Dar,St. Xavier's College,38.68,100.0,0.0,76.3,56.56,51.6,0.38,0.0,1
KOL-2029970,Deepa Mander,Presidency University,82.47,100.0,0.0,22.2,76.94,64.74,0.82,0.0,1
KOL-2029971,Parth Parmer,St. Xavier's College,94.24,79.42,10.3,39.5,64.44,82.18,1.17,973.41,0
KOL-2029972,Bina Mukhopadhyay,University of Calcutta,66.87,88.75,4.8,54.7,78.89,65.91,0.75,322.94,0
KOL-2029973,Barkha Sachar,Jadavpur University,81.04,36.71,2.1,56.1,88.47,43.44,2.15,168.05,0
KOL-2029974,Balendra Mishra,Jadavpur University,57.51,65.66,0.9,14.4,69.5,45.49,0.86,53.05,1
KOL-2029975,Ekiya Pingle,Jadavpur University,25.3,60.23,5.6,54.5,66.38,43.73,0.41,142.22,0
KOL-2029976,Victor Wali,Jadavpur University,70.64,100.0,1.7,36.4,35.75,64.91,0.7,122.75,0
KOL-2029977,Joshua Sehgal,Presidency University,67.35,75.02,2.9,49.7,67.95,56.43,0.89,195.53,0
KOL-2029978,Chaitanya Badal,University of Calcutta,49.39,64.22,6.3,81.6,66.06,54.02,0.76,311.58,0
KOL-2029979,Anya Ganesh,St. Xavier's College,34.52,100.0,6.1,33.8,56.71,63.47,0.34,211.24,0
KOL-2029980,Isha Din,Presidency University,51.93,100.0,0.5,9.8,45.96,56.73,0.51,27.96,1
KOL-2029981,Kevin Nazareth,St. Xavier's College,70.34,95.49,1.9,2.0,65.84,63.29,0.73,131.06,0
KOL-2029982,Dev Sathe,Jadavpur University,92.06,52.27,3.1,31.3,61.78,55.15,1.73,284.41,0
KOL-2029983,Ekiya Karnik,University of Calcutta,57.8,13.19,2.0,52.9,77.0,26.95,4.07,116.82,1
KOL-2029984,Qadim Saran,Presidency University,98.59,64.2,0.0,2.0,84.37,55.26,1.51,0.0,1
KOL-2029985,Lucky Mall,St. Xavier's College,43.29,1.74,2.6,45.1,46.05,19.29,15.8,113.2,1
KOL-2029986,Garima Rajagopal,St. Xavier's College,57.91,99.81,0.0,19.0,84.22,57.3,0.57,0.0,1
KOL-2029987,Irya Konda,Presidency University,73.94,46.84,4.1,21.6,42.81,49.72,1.55,303.66,0
KOL-2029988,Tanvi Baral,St. Xavier's College,87.25,63.31,5.1,38.8,68.82,62.43,1.36,445.05,0
KOL-2029989,Zilmil Sachdeva,St. Xavier's College,59.4,42.17,0.0,6.9,52.69,34.69,1.38,0.0,0
KOL-2029990,Gautam Gandhi,Presidency University,39.59,94.18,4.8,23.7,100.0,59.8,0.42,189.42,0
KOL-2029991,Zehaan Dash,University of Calcutta,91.46,61.88,6.7,37.7,22.56,66.65,1.45,617.16,0
KOL-2029992,Finn Shenoy,Presidency University,77.38,3.62,10.8,42.8,73.44,47.82,16.73,836.05,1
KOL-2029993,Ekantika Sanghvi,Presidency University,85.19,95.51,4.9,34.8,42.13,74.23,0.88,416.38,0
KOL-2029994,Ansh Pillay,University of Calcutta,58.74,81.02,1.0,49.1,43.22,52.22,0.72,60.23,1
KOL-2029995,Joshua Kale,St. Xavier's College,83.55,45.29,6.3,48.8,54.58,56.63,1.8,524.45,0
KOL-2029996,Oviya Parekh,Presidency University,71.71,95.86,10.3,29.0,72.9,81.88,0.74,736.99,0
KOL-2029997,Sneha Bhargava,St. Xavier's College,47.28,59.53,0.0,11.6,71.83,37.99,0.78,0.0,1
KOL-2029998,Patrick Mahajan,St. Xavier's College,85.63,73.38,10.5,48.1,82.28,77.5,1.15,897.33,0
KOL-2029999,Harinakshi Tella,St. Xavier's College,76.85,97.61,6.3,40.3,64.11,75.69,0.78,487.29,0
KOL-2030000,Tanish Rajagopalan,Presidency University,55.23,45.01,9.0,81.6,41.42,53.84,1.2,496.46,0
KOL-2030001,Abha Sharaf,University of Calcutta,95.14,79.94,6.4,57.4,55.19,74.16,1.18,605.78,0
KOL-2030002,Teerth Rajagopalan,Jadavpur University,75.55,40.96,5.1,65.9,53.32,49.98,1.8,385.51,0
KOL-2030003,Guneet Desai,University of Calcutta,74.55,57.03,6.4,18.0,86.65,58.82,1.28,474.81,0
KOL-2030004,Vihaan Dara,Presidency University,49.39,100.0,4.6,16.9,82.09,64.65,0.49,226.62,0
KOL-2030005,Anusha Vaidya,University of Calcutta,31.02,50.28,5.0,2.0,61.7,40.08,0.6,154.37,0
KOL-2030006,Leena Iyengar,Jadavpur University,43.96,72.58,4.0,5.2,78.39,50.85,0.6,177.0,0
KOL-2030007,Adweta Bobal,University of Calcutta,63.63,59.44,6.5,30.0,21.38,56.88,1.05,416.24,0
KOL-2030008,Chanakya Nath,Presidency University,52.11,54.08,9.1,31.7,60.03,56.77,0.95,474.32,0
KOL-2030009,Hema Goel,St. Xavier's College,81.12,39.26,3.8,35.9,65.44,48.16,2.01,307.35,0
KOL-2030010,Ekaraj Cheema,Jadavpur University,100.0,32.08,7.4,64.6,69.86,58.75,3.02,743.03,0
KOL-2030011,Nidra Babu,University of Calcutta,100.0,3.62,1.6,64.3,52.6,34.9,21.62,160.86,1
KOL-2030012,Yashasvi Rajagopal,Presidency University,36.74,33.86,2.1,45.4,55.56,29.15,1.05,78.6,1
KOL-2030013,Devika Chowdhury,Jadavpur University,100.0,100.0,2.5,2.0,16.85,75.46,0.99,254.97,0
KOL-2030014,Rudra Kumer,Jadavpur University,84.43,66.76,3.8,14.9,73.1,60.07,1.25,316.77,0
KOL-2030015,Megha Soman,University of Calcutta,21.23,62.83,0.6,2.0,37.4,32.79,0.33,12.82,1
KOL-2030016,Siya Andra,Presidency University,78.91,100.0,4.0,2.0,55.24,72.31,0.78,318.06,0
KOL-2030017,Yatan Butala,Presidency University,43.45,81.26,4.7,49.7,52.85,55.57,0.53,203.33,0
KOL-2030018,Agastya Baral,Jadavpur University,60.91,96.27,5.2,29.8,64.24,67.93,0.63,317.09,0
KOL-2030019,Matthew Ram,Jadavpur University,100.0,71.87,4.0,29.0,76.86,67.31,1.37,399.44,0
KOL-2030020,Rishi Dubey,St. Xavier's College,63.98,32.64,0.8,30.4,86.98,34.06,1.9,53.94,1
KOL-2030021,Kavya Sem,University of Calcutta,56.93,15.7,9.3,49.2,75.92,43.28,3.41,529.29,0
KOL-2030022,Nitesh Kapur,St. Xavier's College,66.38,67.37,9.2,39.5,71.75,66.6,0.97,611.33,0
KOL-2030023,Chandani Parsa,Jadavpur University,84.14,61.41,3.9,54.4,75.52,58.13,1.35,326.6,0
KOL-2030024,Gavin Kaur,Jadavpur University,82.12,81.7,2.4,20.5,75.61,62.54,0.99,200.23,0
KOL-2030025,Laksh Murthy,Presidency University,69.54,100.0,8.3,42.5,54.08,78.59,0.69,575.27,0
KOL-2030026,Chatresh Patla,Presidency University,89.09,63.98,2.0,65.4,63.63,56.7,1.37,182.28,0
KOL-2030027,Jacob Dave,St. Xavier's College,80.54,92.19,0.5,30.0,55.07,62.05,0.86,38.11,1
KOL-2030028,Zaitra Bhat,Jadavpur University,83.9,49.56,0.0,60.8,37.6,44.99,1.66,0.0,1
KOL-2030029,Qushi Shanker,University of Calcutta,67.1,69.55,9.8,111.0,27.33,68.9,0.95,656.16,0
KOL-2030030,Ayushman Nazareth,Presidency University,66.56,94.34,7.4,70.2,65.7,73.46,0.7,489.26,0
KOL-2030031,Luke Dani,Presidency University,90.41,68.3,3.2,23.1,80.13,61.26,1.3,287.64,0
KOL-2030032,Zayyan Lala,Jadavpur University,43.7,82.41,2.7,2.0,62.95,51.86,0.52,117.85,0
KOL-2030033,Ekansh Karpe,University of Calcutta,35.29,43.11,0.4,18.8,33.48,28.69,0.8,14.21,1
KOL-2030034,Amrita Nagi,St. Xavier's College,54.31,75.52,6.1,41.5,55.29,59.52,0.71,330.05,0
KOL-2030035,Ranveer Kar,University of Calcutta,51.58,42.24,6.5,2.0,58.39,46.22,1.19,333.37,0
KOL-2030036,Rehaan Sandal,Jadavpur University,83.18,25.1,4.0,43.6,21.91,43.66,3.19,336.36,1
KOL-2030037,Jackson Mital,University of Calcutta,67.98,79.4,4.6,49.0,38.41,62.09,0.85,315.34,0
KOL-2030038,Gopal Vasa,University of Calcutta,71.86,30.58,1.0,58.3,63.78,35.87,2.28,69.8,1
KOL-2030039,Bhanumati Lalla,Jadavpur University,54.64,82.39,4.7,4.6,21.04,59.51,0.66,259.11,0
KOL-2030040,Alka Narain,St. Xavier's College,43.11,79.78,9.3,38.7,47.99,64.74,0.53,400.34,0
KOL-2030041,Chanakya Ray,University of Calcutta,38.32,75.55,9.1,25.1,48.89,61.17,0.5,347.88,0
KOL-2030042,Yashoda Seshadri,Jadavpur University,54.91,72.69,4.1,24.8,59.69,54.43,0.75,227.67,0
KOL-2030043,Bina Sanghvi,University of Calcutta,83.3,95.59,0.8,62.4,72.78,64.91,0.86,65.35,0
KOL-2030044,Ayaan Chahal,Jadavpur University,81.88,50.63,0.0,38.2,70.78,44.81,1.59,0.0,1
KOL-2030045,Daksh Shere,St. Xavier's College,67.6,55.74,12.6,5.4,77.46,69.65,1.19,853.98,0
KOL-2030046,Lucky Sachdev,Presidency University,51.2,63.64,0.0,20.1,59.06,40.82,0.79,0.0,1
KOL-2030047,Yash Mittal,St. Xavier's College,81.14,38.01,0.0,8.0,100.0,39.55,2.08,0.0,1
KOL-2030048,Abha Datta,Presidency University,79.59,43.95,2.8,50.1,71.1,47.41,1.77,220.84,0
KOL-2030049,Ojas Prabhu,Presidency University,40.13,82.42,5.9,27.9,68.84,57.72,0.48,238.09,0
KOL-2030050,Yash Shetty,University of Calcutta,51.81,65.11,5.8,42.7,70.18,54.05,0.78,301.33,0
KOL-2030051,Yamini Ahuja,Jadavpur University,100.0,55.41,3.6,2.0,56.12,59.84,1.77,358.38,0
KOL-2030052,Ati Mital,Jadavpur University,86.78,100.0,5.8,41.9,51.07,78.51,0.86,505.1,0
KOL-2030053,Nitesh Dar,Jadavpur University,91.35,91.63,0.2,53.1,73.01,64.55,0.99,21.05,0
